catalogId,name,category,atc5_code,atc5_name,package_moh,administrationNotes,alternativeMedications,atc5_system,contraindications,currency,form,ingredients,lastUpdated,manufacturer_country,manufacturer_name,manufacturers_administration_recommendation,max_price_with_vat,max_retail_price,max_wholesale_price,method,package_barcode,package_name,package_pharmasoft,package_superpharm,package_yarpa,packaging_description,quantity_unit,quantity_value,registrationNumber,registrationValidity,retail_margin,route,schema_version,shelf_life,sideEffect,site,snomed_ct_clinical_code,snomed_ct_clinical_name,snomed_ct_integration_code,snomed_ct_integration_name,status,storage_conditions,strength_unit,strength_value,termsOfIssue,treatmentDescriptions,warnings,filename
4da9c860-a4fa-48de-9be7-6ac2c8bb75ca,PERGOVERIS ®,prescription,G03GA05,FOLLITROPIN ALFA,8405,,,WHO ATC Classification,,ILS,powder and solvent for solution for injection,"FOLLITROPIN ALFA, LUTROPIN ALFA",2025-07-31T06:37:49.323367,IL,מרק סרונו,,2114.790428,1792.195358,1525.272645,,7290000845470,PERGOVERIS PRE-FILLED PEN 1.44ML,,,5017,VIAL GLASS TYPE I,units,1.0,145 07 33159 00,valid,17.5,s.c,1.4,36,,,,,,,,,,0,Prescription required,Pergoveris is indicated for the stimulation of follicular development in adult women with sever LH and FSH deficiency.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4da9c860-a4fa-48de-9be7-6ac2c8bb75ca.json
4dd786ee-fe56-4a78-969d-24a2b9750c2e,ANTABUSE 250MG 100 tab,29C,,,21005,,,,,,tablet,ANTABUSE 250MG,2025-07-31T19:54:10.523295,IL,nan,,,,,,,ANTABUSE 250MG 100 tab,,,,,units,100.0,,not-registered,,oral,1.4,,,,,,,,active,,,0,Available over-the-counter.,,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4dd786ee-fe56-4a78-969d-24a2b9750c2e.json
4de21ea7-d4de-40c6-b1d8-765a04921e69,MYCOPHENOLATE TEVA ® 500 MG,prescription,L04AA06,MYCOPHENOLIC ACID,6545,,,WHO ATC Classification,,ILS,tablets,MYCOPHENOLATE MOFETIL,2025-07-31T05:37:11.340366,IL,טבע,,321.1983925,272.2020275,231.6613,,,MYCOPHENOLATE TEVA 500 MG 50 TAB,13639,,16401,BLISTER PVDC/ALUMINIUM,units,50.0,142 37 32978 00,valid,17.5,per os,1.4,24,,,,,,,,,,0,Prescription required,"Prophylaxis of rejection in renal allograft recepients, in patients receiving allogenic cardiac transplants and in allogenic hepatic transplants.Mycophenolate Teva should be used concomitantly with ciclosporin and corticosteroids.",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4de21ea7-d4de-40c6-b1d8-765a04921e69.json
4df314be-efc7-4da2-bf74-5c964066f03c,HEMOSOL B0,prescription,B05XA30,COMBINATIONS OF ELECTROLYTES,8975,,,WHO ATC Classification,,ILS,solution for haemofiltration,"CALCIUM CHLORIDE DIHYDRATE 5.145 G /, MAGNESIUM CHLORIDE HEXAHYDRATE 2.033 G /, LACTIC ACID 5.400 G /, SODIUM CHLORIDE 6.45 G /, SODIUM CARBONATE HYDROGEN 3.090 G /",2025-07-31T03:44:41.035643,IL,בקסטר,,189.7320804,160.7899058,128.6319246,,7290018454046,HEMOSOL B0 5000ML(4750+250),,,,BAG POLYOLEFINE,units,2.0,129 26 30751 00,valid,25.0,for use with hemodialysis machines,1.4,18,,,,,,,,,,0,Prescription required,As substitution solution in continuous haemofiltration and haemodiafiltration and as dialysis solution in continuous haemodialysis for acute renal failure.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4df314be-efc7-4da2-bf74-5c964066f03c.json
4df98e96-630c-4a55-a02e-d90dcdf219ca,PRALUENT 150 MG/ML,prescription,C10AX14,ALIROCUMAB,7837,,,WHO ATC Classification,,ILS,solution for injection,ALIROCUMAB/,2025-07-31T06:48:54.650113,IL,סאנופי אוונטיס,,2178.405193,1846.106178,1571.154194,,7290012711602,PRALUENT 150 MG INJECTION 2 PREFILLED PEN,16946,,27284,PRE-FILLED PEN GLASS TYPE I,units,2.0,156 09 34568 00,valid,17.5,s.c,1.4,24,,,,,,,,,,0,Prescription required,"Primary hypercholesterolaemia and mixed dyslipidaemia Praluent is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, and in paediatric patients 8 years of age and older with heterozygous familial hypercholesterolaemia (HeFH) as an adjunct to diet:-	in combination with a statin or statin with other lipid lowering therapies in patients unable to reach LDL-C goals with the maximum tolerated dose of a statin or,-	alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.Established atherosclerotic cardiovascular disease Praluent is indicated in adults with established atherosclerotic cardiovascular disease to reduce cardiovascular risk by lowering LDL-C levels, as an adjunct to correction of other risk factors: -	in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies or,-	alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4df98e96-630c-4a55-a02e-d90dcdf219ca.json
4dfe2319-385f-4964-b9e9-62451aaa5d49,OXYCOD 2 MG/ML SYRUP,prescription,N02AA05,OXYCODONE,3689,,,WHO ATC Classification,,ILS,syrup,OXYCODONE HYDROCHLORIDE/,2025-07-31T06:21:36.287066,IL,רפא,,nan,nan,nan,,7290008014564,OXYCOD SYRUP 50ML,15104,,35564,BOTTLE HDPE,units,50.0,107 54 29027 00,valid,nan,per os,1.4,36,,,,,,,,,,0,Prescription required,For use in the relief of moderate to severe pain.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4dfe2319-385f-4964-b9e9-62451aaa5d49.json
4e3e8002-191e-4678-9910-360d58e1e601,ACTIQ 1200 MCG,prescription,N02AB03,FENTANYL,6123,,,WHO ATC Classification,,ILS,compressed tablet on a handle,FENTANYL AS CITRATE/DOSE,2025-07-31T00:07:35.227313,IL,טבע,,847.0288812,717.8211177,610.9115895,,7290106061019,ACTIQ 400MCG 30 COMPRESSED TAB,9270,,86430,BLISTER PVC/ACLAR,units,30.0,138 25 31575 00,valid,17.5,oral transmucosal,1.4,36,,,,,,,,,,0,Prescription required,Actiq is indicated only for the management of breakthrough cancer pain in patients 16 and older with malignancies who are already receiving and who are tolerant to opioid therapy for their underlying persistent cancer pain.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4e3e8002-191e-4678-9910-360d58e1e601.json
4e5294eb-cd21-4b29-98bc-6de08497e27f,ENDARI,prescription,B05BA01,AMINO ACIDS,8506,,,WHO ATC Classification,,ILS,powder,GLUTAMINE/SACHET,2025-07-31T02:20:53.599897,IL,מגאפארם,,nan,nan,nan,,7290014573277,ENDARI 5 G 60 PACKETS,,,,PACKETS PAPER/FOIL/PLASTIC LAMINATE ,units,60.0,164 80 35650 00,valid,nan,per os,1.4,48,,,,,,,,,,0,Prescription required,ENDARI is an amino acid indicated to reduce the acute complications of sickle cell disease in adult and pediatric patients 5 years of age and older.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4e5294eb-cd21-4b29-98bc-6de08497e27f.json
4e5e2adb-1a6c-49ca-bf21-4705224b8e7d,DORZOLAMIDE TIMOLOL TARO,prescription,S01EC03,DORZOLAMIDE,8178,,,WHO ATC Classification,,ILS,"eye drops, solution","TIMOLOL AS MALEATE/ML, DORZOLAMIDE AS HYDROCHLORIDE/ML",2025-07-31T02:03:03.272617,IL,תרו יבוא,,43.85463982,37.164949,27.1277,,7290012066603,DORZOLAMIDE TIMOLOL TARO   	5 ML EYES DROPS,,,26783,VIAL LDPE,units,5.0,152 22 33539 00,valid,37.0,ocular,1.4,24,,,,,,,,,,0,Prescription required,"For the treatment of elevated intraocular pressure (IOP ) in patients with ocular hypertension, open-angle glaucoma, or other secondary open-angle glaucoma when concomitant therapy is appropriate",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4e5e2adb-1a6c-49ca-bf21-4705224b8e7d.json
4e6d8ca9-f089-41ad-8f71-0ffc3ebaf6d6,DASATINIB SANDOZ ® 100 MG,prescription,L01XE06,DASATINIB,9353,,,WHO ATC Classification,,ILS,film coated tablets,DASATINIB,2025-07-31T01:42:06.106867,IL,סנדוז,,6252.333003,5298.587291,4816.897537,,,DASATINIB SANDOZ  100 MG 30 TAB,,,14582,BLISTER OPA/ALU/PVC/ALU,units,30.0,173 10 36531 99,valid,10.0,per os,1.4,36,,,,,,,,,,0,Prescription required,"Treatment of adult patients with :  Newly diagnosed Philadelphia chromosome positive (Ph+) chronic myelogenous leukaemia (CML) in the chronic phase.  Chronic, accelerated or blast phase CML with resistance or intolerance to prior therapy including imatinib mesilate.  Ph+ acute lymphoblastic leukaemia (ALL) and lymphoid blast CML with resistance or intolerance to prior therapy.",,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4e6d8ca9-f089-41ad-8f71-0ffc3ebaf6d6.json
4e765e74-9add-46e4-9899-a397cb5d206f,ROSUVASTATIN INOVAMED 10 MG,prescription,C10AA07,ROSUVASTATIN,9359,,,WHO ATC Classification,,ILS,film coated tablets,ROSUVASTATIN AS CALCIUM,2025-07-31T07:50:44.735083,IL,אינובמד,,77.45048,65.636,48.8,,,ROSUVASTATIN INOVAMED 5 MG 30 TAB,23633,,4960,BLISTER ALUMINIUM /ALUMINIUM,units,30.0,173 65 36557 99,valid,34.5,per os,1.4,36,,,,,,,,,,0,Prescription required,Treatment of Adults with:•	primary hypercholesterolaemia (type IIa including heterozygous familial hypercholesterolaemia) or mixed dyslipidaemia (type IIb) as an adjunct to diet when response to diet and other non-pharmacological treatments (e.g. exercise weight reduction) is inadequate.•	Homozygous familial hypercholesterolaemia as adjunct to diet and other lipid lowering treatments (e.g. LDL apheresis) or if such treatments are not appropriate,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4e765e74-9add-46e4-9899-a397cb5d206f.json
4e7f4942-e8eb-42c9-8daa-f7467f31d0f0,EPIPEN,prescription,C01CA24,EPINEPHRINE,1322,,,WHO ATC Classification,,ILS,solution for injection,EPINEPHRINE/ML,2025-07-31T02:27:21.378863,IL,דקסל פארמה,,269.6624528,228.5275125,194.4915,,7290103846848,EPIPEN 0.3MG/0.3ML AUTO-INJECTOR 2ML,5045,,7084,AUTO-INJECTOR GLASS,units,1.0,019 37 24854 00,valid,17.5,i.m,1.4,24,,,,,,,,,,0,Prescription required,"EpiPen is indicated in the emergency treatment of severe allergic reactions (Type I) including anaphylaxis to stinging insects (e.g., order Hymenoptera, which include bees, wasps, hornets, yellow jackets and fire ants) and biting insects (e.g., triatoma, mosquitoes), allergen immunotherapy, foods, drugs, diagnostic testing substances (e.g., radiocontrast media) and other allergens, as well as idiopathic anaphylaxis or exercise-induced anaphylaxis.EpiPen is intended for immediate administration in patients who are determined to be at increased risk for anaphylaxis, including individuals with a history of anaphylactic reactions. EpiPen is intended for immediate administration as emergency supportive therapy only and  is not a substitute for immediate medical care.",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4e7f4942-e8eb-42c9-8daa-f7467f31d0f0.json
4e83305b-2f87-492b-be23-27cc2342d8b9,AERIUS TABLETS,prescription,R06AX27,DESLORATADINE,7152,,,WHO ATC Classification,,ILS,film coated tablets,DESLORATADINE,2025-07-30T23:16:14.303053,IL,אורגנון,,29.94783832,25.379524,18.5252,,7290006813626,AERIUS 5MG 30TAB,9624,,40124,BLISTER PVC/ALUMINIUM,units,30.0,125 49 30441 21,valid,37.0,per os,1.4,24,,,,,,,,,,0,Prescription required,Aerius tablet is indicated in adults and adolescents aged 12 years and older for the relief of symptoms associated with:- allergic rhinitis - urticaria,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4e83305b-2f87-492b-be23-27cc2342d8b9.json
4eadab6d-dcf6-439d-984b-f49802e5e5ab,TIGER BALM RED,off-the-counter,,,5141,,,,,ILS,ointment,"CAMPHORW/W, MENTHOLW/W, CAJUPUT OILW/W, DEMENTHOLISED MINT OILW/W, CLOVE OILW/W",2025-07-31T13:27:20.722959,IL,רפא,,37.4768,31.76,nan,,7290008015448,TIGER BALM RED OINT 19G,20192,,,JAR GLASS TYPE III,units,19.0,127 22 30565 00,valid,nan,topical,1.4,48,,,,,,,,,,0,,For the temporary relief of muscular aches and pains.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4eadab6d-dcf6-439d-984b-f49802e5e5ab.json
4eb00d31-752b-4459-82ed-4b544126cfda,MACLIVAN 250 MG/5 ML,prescription,,,7541,,,,,ILS,powder for oral suspension,"CLAVULANIC ACID AS POTASSIUM 62.5  MG /, AMOXICILLIN AS TRIHYDRATE/",2025-07-31T05:03:49.321613,IL,סנדוז,,20.97279844,17.773558,12.9734,,,MACLIVAN 250 MG/5 ML POWDER FOR SUSP 100 ML,13771,,74191,BOTTLE AMBER GLASS TYPE III,units,100.0,120 17 30001 00,valid,37.0,per os,1.4,36,,,,,,,,,,0,Prescription required,"Maclivan is indicated for the treatment of the following infections in adults and children :• Acute bacterial sinusitis (adequately diagnosed)• Acute otitis media• Acute exacerbations of chronic bronchitis (adequately diagnosed)• Community acquired pneumonia• Cystitis• Pyelonephritis• Skin and soft tissue infections in particular cellulitis, animal bites, severe dental abscess with spreading cellulitis.• Bone and joint infections, in particular osteomyelitis.",תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4eb00d31-752b-4459-82ed-4b544126cfda.json
4ebffc92-92ff-4316-941c-3330549ad834,ALRIN AF TEVA,off-the-counter,S01GA04,OXYMETAZOLINE,5587,,,WHO ATC Classification,,ILS,solution,OXYMETAZOLINE HYDROCHLORIDE 0.05 %W/V,2025-07-31T11:12:48.543092,IL,טבע,,38.1258,32.31,nan,,7290000802886,ALRIN AF TEVA 0.05% 30 ml,,,,BOTTLE METERED DOSE SPRAY POLYETHYLENE,units,30.0,162 61 35825 00,valid,nan,nasal,1.4,24,,,,,,,,,,0,,"Relief of nasal congestion, which is a result of common colds, sinusitis, hay fever or allergies of the upper respiratory system.", ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4ebffc92-92ff-4316-941c-3330549ad834.json
4ed871ca-7cc8-4855-a037-96de861ad2c0,PHYSICARE GEL,off-the-counter,,,5388,,,,,ILS,gel,DICLOFENAC SODIUMW/W,2025-07-31T12:47:52.995486,IL,מכבי קאר,,25.9954,22.03,nan,,7290008082617,PHYSICARE GEL 50 GR,,,,TUBE ALUMINIUM,units,50.0,136 05 31442 00,valid,nan,topical,1.4,36,,,,,,,,,,0,,"Self medication for the following indications:Local treatment of pain, inflammation and swelling due to: • Pain and inflammation and swelling in trauma of the tendons, ligaments, muscles and joints, e.g. due to sprains, strains and bruises and/or backache (e.g. sports injuries). • Localized forms of soft tissue rheumatism such as tendonitis (e.g.tennis elbow), bursitis.By Physicians order:• Pain caused by osteoarthrosis of the peripheral joints, as of the knee or fingers",,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4ed871ca-7cc8-4855-a037-96de861ad2c0.json
4ee4c38b-2e4e-445b-b20c-b3b2e8afc9f9,CAMPTO,prescription,L01XX19,IRINOTECAN,6137,,,WHO ATC Classification,,ILS,solution for infusion,IRINOTECAN HYDROCHLORIDE/ML,2025-07-31T00:50:37.044667,IL,פיזר,,83.55216024,70.80691861,52.64454915,,7290010355754,CAMPTO 40MG/2ML IV SOL FOR INF,3717,,10486,VIAL POLYPROPYLENE,units,1.0,106 12 29047 00,valid,34.5,i.v,1.4,24,,,,,,,,,,0,Prescription required,"Campto is indicated for the treatment of patients with metastatic colorectal cancer:   In combination with 5-fluorouracil and folinic acid in patients without prior chemotherapy for metastatic disease.   As a single agent in patients who have failed an established 5-fluorouracil containing treatment regimen.   For the treatment of patients with small cell lung cancer.  For the treatment of patients with gastric cancer.Irinotecan in combination with leucovorin, Oxaliplatin and 5-fluorouracil for the first-line treatment of patients with metastatic pancreatic adenocarcinoma.",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4ee4c38b-2e4e-445b-b20c-b3b2e8afc9f9.json
4eec101a-8ba7-4433-ad49-21e4092b06e9,ZAPPA 7.5,prescription,N05AH03,OLANZAPINE,6861,,,WHO ATC Classification,,ILS,film coated tablets,OLANZAPINE 7.5  MG,2025-07-31T10:43:26.417937,IL,אוניפארם,,253.4830275,214.816125,171.8529,,,ZAPPA 7.5MG 60TAB,86150,,13488,BLISTER ALUMINIUM /ALUMINIUM,units,60.0,146 71 33250 01,valid,25.0,per os,1.4,30,,,,,,,,,,0,Prescription required,Acute and maintenance treatment of Schizophrenia. Zappa is indicated for the management of the manifestations of psychotic disorders. Zappa is indicated for the short-term treatment of acute manic episodes associated with Bipolar I Disorder.Prevention of recurrence in Bipolar  Disorder: In patients whose manic episode has responded to Olanzapine treatment Zappa is indicated for the prevention of reccurence in patients with Bipolar Disorder. Combination therapy in Bipolar I Disorder: The combination of Zappa with lithium or valproate is indicated for the short-term treatment of acute manic episodes associated with Bipolar I Disorder.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4eec101a-8ba7-4433-ad49-21e4092b06e9.json
4f18f5ff-089f-4d50-b1a4-9908428240b9,YTRACIS VIAL 1850 MBQ,prescription,,,6748,,,,,ILS,injection,YTRACIS VIAL 1850 MBQ,2025-07-31T19:39:32.074699,IL,איזוטופיה,,12185.59488,10326.77578,9387.977985,,,YTRACIS VIAL 1850 MBQ,,,,,units,1.0,,not-registered,10.0,intramuscular,1.4,,,,,,,,active,,,0,Prescription required. Dispense according to physician instructions.,,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4f18f5ff-089f-4d50-b1a4-9908428240b9.json
4f25adb7-3357-4844-96a6-b5c5ac6560d4,ERELZI 25,prescription,L04AB01,ETANERCEPT,8656,,,WHO ATC Classification,,ILS,solution for injection,ETANERCEPT/ 0.5  ML,2025-07-31T02:33:36.346633,IL,סנדוז,,2418.646751,2049.700727,1863.364298,,,ERELZI 50 MG/1 ML 4 PREFILLED SYR,5671,,41371,PRE-FILLED SYRINGE  GLASS TYPE I,units,4.0,163 20 36011 00,valid,10.0,s.c,1.4,36,,,,,,,,,,0,Prescription required,"Rheumatoid arthritisErelzi is indicated for the treatment of active rhematoid arthritis in adults when the response to disease-modifying antirheumatic drugs (DMARDs) including methotrexate (unless contraindicated) has been inadequate. Erelzi can be used in combination with methotrexate in patients who do not respond adequately to methotrexate alone. Reducing signs and symptoms and inhibiting the progression of structural damage in patients with moderately to severely active rheumatoid arthritis .Etanercept, alone or in combination with methotrexate, has been shown to reduce the rate of progression of joint damage as measured by X-ray and to improve physical function.Juvenile idiopathic arthritisTreatment of polyarthritis (rheumatoid factor positive or negative) and extended oligoarthritis in children and adolescents from the age of 2 years who have had an inadequate response to, or who have proved intolerant of, methotrexate. Treatment of psoriatic arthritis in adolescents from the age of 12 years who have had an inadequate response to, or who have proved intolerant of, methotrexate. Treatment of enthesitis-related arthritis in adolescents from the age of 12 years who have had an inadequate response to, or who have proved intolerant of, conventional therapy. Psoriatic arthritisTreatment of active and progressive psoriatic arthritis in adults when the response to previous disease-modifying antirheumatic drug therapy has been inadequate. Etanercept has been shown to improve physical function in patients with psoriatic arthritis, and to reduce the rate of progression of peripheral joint damage as measured by X-ray in patients with polyarticular symmetrical subtypes of the disease.Axial spondyloarthritisAnkylosing spondylitis (AS)Treatment of adults with severe active ankylosing spondylitis who have had an inadequate response to conventional therapy.Non-radiographic axial spondyloarthritisTreatment of adults with severe non-radiographic axial spondyloarthritis with objective signs of inflammation as indicated by elevated C-reactive protein (CRP) and/or magnetic resonance imaging (MRI) evidence, who have had an inadequate response to non-steroidal anti-inflammatory drugs (NSAIDs).Plaque psoriasisTreatment of adults patients (18 years or older) with moderate to severe plaque psoriasis who are candidates for systemic therapy or phototherapy. Paediatric plaque psoriasisTreatment of chronic severe plaque psoriasis in children and adolescents from the age of 6 years who are inadequately controlled by, or are intolerant to, other systemic therapies or phototherapies.",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4f25adb7-3357-4844-96a6-b5c5ac6560d4.json
4f279424-70de-4b3b-b391-c8cdc443c122,ADATAR,off-the-counter,D10AD03,ADAPALENE,3053,,,WHO ATC Classification,,ILS,gel,"BENZOYL PEROXIDE AS HYDROUS 2.5 %W/W, ADAPALENE 0.1 %W/W",2025-07-31T11:16:31.249147,IL,ג'ונסון אנד ג'ונסון,,53.9614,45.73,nan,,7290017164199,BEN GAY ULTRA STR 2 OZ (57gr),2519,,,CONTAINER PP,units,2.0,163 95 35656 00,valid,nan,topical,1.4,24,,,,,,,,,,0,,"Cutaneous treatment of acne vulgaris when comedones, papules and pustules are present",,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4f279424-70de-4b3b-b391-c8cdc443c122.json
4f845d00-c81f-4e34-b151-7842e459619f,NUWIQ 1000 IU,prescription,B02BD02,COAGULATION FACTOR VIII,9075,,,WHO ATC Classification,,ILS,powder and solvent for solution for injection,SIMOCTOCOG ALFA/VIAL,2025-07-31T05:58:53.458176,IL,דובר מדיקל,,2464.693661,2088.723534,1898.839576,,,NUWIQ 1000 IU,,,75585,VIAL GLASS TYPE I,units,1.0,168 22 36551 00,valid,10.0,i.v,1.4,24,,,,,,,,,,0,Prescription required,Treatment and prophylaxis of bleeding in patients 2 years of age and older with haemophilia A (congenital factor VIII deficiency). Nuwiq does not contain von Willebrand Factor and is thus not indicated to treat von Willebrand’s Disease,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4f845d00-c81f-4e34-b151-7842e459619f.json
4f8617db-5c9a-46ae-8622-ba32bb47ada5,ATOZET10 MG/10 MG,prescription,C10BA05,ATORVASTATIN AND EZETIMIBE ,7899,,,WHO ATC Classification,,ILS,film coated tablets,"ATORVASTATIN AS CALCIUM TRIHYDRATE, EZETIMIBE",2025-07-30T23:29:51.876088,IL,אורגנון,,118.5487397,100.4650337,74.69519232,,,ATOZET 10 MG/10 MG 30 TAB,9971,,59892,BLISTER ALUMINIUM /ALUMINIUM,units,30.0,156 65 34490 00,valid,34.5,per os,1.4,24,,,,,,,,,,0,Prescription required,"- Prevention of Cardiovascular EventsAtozet is indicated to reduce the risk of cardiovascular events in patients with coronary heart disease (CHD) and a history of acute coronary syndrome (ACS), either previously treated with a statin or not.- HypercholesterolaemiaAtozet is indicated as adjunctive therapy to diet for use in adults with primary (heterozygous familial and non-familial) hypercholesterolaemia or mixed hyperlipidaemia where use of a combination product is appropriate• patients not appropriately controlled with a statin alone• patients already treated with a statin and ezetimibe- Homozygous Familial Hypercholesterolaemia (HoFH)Atozet is indicated as adjunctive therapy to diet for use in adults with HoFH. Patients may also receive adjunctive treatments (e.g., low-density lipoprotein [LDL] apheresis).", ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4f8617db-5c9a-46ae-8622-ba32bb47ada5.json
4f91f633-494f-46b3-83bc-ecfd3085efaf,CASODEX 50 MG,prescription,L02BB03,BICALUTAMIDE,3703,,,WHO ATC Classification,,ILS,tablets,BICALUTAMIDE,2025-07-31T00:56:49.129753,IL,תרו יבוא,,207.8294175,176.126625,140.9013,,,CASODEX 50MG 28TAB,3019,,9568,BLISTER PVC/ALUMINIUM,units,28.0,103 82 28597 00,valid,25.0,per os,1.4,60,,,,,,,,,,0,Prescription required,For the treatment of advanced prostate cancer in combination with LHRH analog therapy or surgical castration.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4f91f633-494f-46b3-83bc-ecfd3085efaf.json
4f96b964-d1bc-42b7-9b70-d2e32d52e6f2,LENALIDOMIDE TEVA ® 10 MG,prescription,L04AX04,LENALIDOMIDE,8422,,,WHO ATC Classification,,ILS,"capsule, hard",LENALIDOMIDE AS HYDROCHLORIDE HYDRATE,2025-07-31T04:39:16.337284,IL,טבע,,23276.24185,19725.62869,17932.38972,,,LENALIDOMIDE TEVA  5 MG 21 CAPS,,,45712,BLISTER OPA/ALU/PVC/ALU,units,21.0,161 82 35502 00,valid,10.0,per os,1.4,36,,,,,,,,,,0,Prescription required,Multiple Myeloma (MM): Lenalidomide Teva is indicated for the treatment of multiple myeloma.Myelodysplastic Syndromes: Lenalidomide Teva is indicated for patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.Lenalidomide Teva 7.5 mg is not indicated for treatment in MDS.Mantle Cell Lymphoma:Lenalidomide Teva is indicated for the treatment of adult patients with relapsed and/or refractory mantle cell lymphoma (MCL).Follicular lymphoma:Lenalidomide Teva in combination with rituximab (anti-CD20 antibody) is indicated for the treatment of adult patients with previously treated follicular lymphoma.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4f96b964-d1bc-42b7-9b70-d2e32d52e6f2.json
4f971a1b-2025-4476-944f-ad0dcfb56bf7,FIRMAGON 120 MG,prescription,L02BX02,DEGARELIX,6672,,,WHO ATC Classification,,ILS,powder and solvent for solution for injection,DEGARELIX AS ACETATE,2025-07-31T03:05:41.853310,IL,פרינג,,582.0003495,493.2206571,419.7622613,,5015919788876,FIRMAGON 80MG 1VIAL POWDER + 1VIAL SOLV.,6463,,7161,VIAL GLASS TYPE I,units,1.0,145 04 32955 00,valid,17.5,s.c,1.4,36,,,,,,,,,,0,Prescription required,For the treatment of adult male patients with advanced hormone-dependent prostate cancer.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4f971a1b-2025-4476-944f-ad0dcfb56bf7.json
4fa0d37a-b807-45a8-ae31-724e982aa03d,SUPRAMOL 'M' PEDIATRIC SUPPOSITORIES,off-the-counter,N02BE01,PARACETAMOL,2039,,,WHO ATC Classification,,ILS,suppositories,PARACETAMOL,2025-07-31T13:24:33.548793,IL,סם און,,16.1188,13.66,nan,,,SUPRAMOL M 150MG 12 SUPP,19672,,,POUCH PVC/PE,units,12.0,042 50 23368 00,valid,nan,rectal,1.4,48,,,,,,,,,,0,,"Analgesic, antipyretic.",תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/4fa0d37a-b807-45a8-ae31-724e982aa03d.json
